emp_id,sin,salary,payroll,level
638,708 382 9135,67122,6304905916582617042,L1
639,183 575 2993,106889,5344508194640401,L6
640,630 428 9971,74663,3539878369554335,L4
641,384 778 4073,87601,5007661396487002,L3
642,925 119 5610,64218,3574702500800751,L2
643,509 606 7370,87883,6304024583497854,L10
644,409 123 1235,120569,3528309614405217,L6
645,135 442 9660,74639,3549167331815935,L2
646,880 308 8545,90264,3580418164984599,L10
647,848 617 7979,85328,5558798762936155,L6
648,899 263 2184,145177,3542685196258872,L7
649,195 188 9451,106415,3575080994253087,L9
650,798 922 5144,116738,3553309497138776,L3
651,579 524 0230,174541,5566814218060332,L2
652,129 314 0604,118601,3577230994491033,L3
653,238 436 3038,138822,3576086696497210,L10
654,627 228 5070,179777,3558630260477678,L7
655,240 887 5029,108962,4917682030972250,L8
656,904 628 1002,51966,3546476321460088,L8
657,505 719 3359,177194,3568989744767213,L3
658,124 442 6386,99912,3562500164699723,L4
659,727 444 1393,117702,50184554044062874,L6
660,640 788 1608,95335,3586272244060209,L1
661,761 521 1613,77821,3562965114075730,L2
662,380 706 7390,65409,3548804874094988,L9
663,104 530 2578,57741,6390860467499705,L2
664,108 296 2726,61330,676102254015592519,L5
665,178 391 1114,160103,6331106855330603,L1
666,136 684 5721,80111,4041599165495,L7
667,935 246 1957,133379,3580374952109024,L10
668,573 202 4509,160979,3533089922895423,L2
669,988 840 1351,80409,30507388527887,L4
670,203 215 9343,105813,3555844717865509,L6
671,521 269 4720,156426,5100147127647557,L2
672,720 828 4155,104306,560222831133445984,L4
673,608 509 0377,56975,3535605422053235,L6
674,936 316 8037,144101,5100132468355218,L8
675,592 950 7209,156845,3570406274685240,L10
676,288 947 8603,157913,5602219620046828,L9
677,623 843 8080,157203,3565305415323926,L7
678,740 776 7832,105328,201497482520322,L6
679,870 337 5444,61865,4917997642933197,L9
680,484 819 8402,142573,374283751182577,L2
681,158 883 5942,93575,30074934368647,L2
682,961 226 3051,86170,5893457453912751,L3
683,358 653 1986,128837,3556678466698672,L5
684,878 128 0968,135945,3555459541007929,L10
685,187 966 8945,97387,630406555500028821,L8
686,386 797 5527,76390,3535034036981790,L1
687,565 521 2754,121000,5427399962097283,L10
688,346 660 9896,121774,3557630251762501,L7
689,318 501 0805,173798,5602241368420817,L9
690,152 478 7008,77819,5602221755296939,L3
691,711 104 6726,142303,491198994417712590,L6
692,144 284 7440,119470,3576241672743620,L8
693,593 292 8221,79019,30315146515693,L7
694,752 332 1752,117456,3581492755350832,L9
695,262 573 0543,106092,3551447410663934,L9
696,945 901 7873,92402,560222652548203572,L6
697,734 914 9152,168093,5464477836175347,L4
698,236 456 0945,111036,677134355963131364,L3
699,190 780 9465,88836,3570064610531923,L8
700,508 685 9817,75218,3528077929397276,L9
701,842 354 6870,175839,30147574562255,L5
702,719 304 0818,165297,5229861070526909,L4
703,122 814 9415,86599,3584241838203691,L6
704,771 623 8565,115725,5128928356000511,L2
705,351 479 9774,130606,5048371864419260,L3
706,262 628 2747,136285,3588237322371362,L8
707,704 820 8162,169070,675975489873753441,L5
708,328 634 6474,92899,3554426500270492,L4
709,242 718 2244,160171,5020397770276199,L2
710,481 958 1624,140864,3577714829071581,L2
711,279 539 6548,122138,30280495436349,L9
712,565 495 8983,120974,3583154696537111,L3
713,560 340 1935,159868,372827842200731,L3
714,922 917 9225,112562,3589442176482708,L4
715,934 346 1510,58039,3545682920445625,L5
716,612 574 8918,72865,3543815937515541,L2
717,499 750 3495,93113,4017959695679084,L4
718,290 577 2280,95307,6304242089542821,L4
719,551 459 5676,61778,3573366568623140,L7
720,835 727 3206,171611,5518032841786772,L8
721,687 370 9187,159202,3548579303779652,L3
722,119 435 4110,94233,201669731497052,L4
723,156 105 5956,140257,6759259101311512320,L5
724,706 573 8903,105427,3551765859360245,L8
725,777 133 5841,63744,3587676120129061,L6
726,533 821 0258,157238,3582857665824655,L10
727,965 772 8653,164672,3569710985474536,L9
728,419 459 9609,115182,633478652372254507,L4
729,961 211 1199,161142,30584806510662,L9
730,909 980 6029,100492,4405529383869394,L4
731,569 398 1688,87158,30443848735342,L9
732,277 416 6071,63337,5048370760679100,L6
733,408 532 4643,52805,5048377530125512,L3
734,711 111 7532,103750,372301596717506,L4
735,799 394 0685,130915,670601016870845343,L6
736,491 771 6399,88984,3544210158990442,L6
737,469 968 0465,102869,6334416730347127596,L7
738,373 453 1390,142828,3545159726681620,L3
739,229 582 1982,92518,3566334337105434,L6
740,711 317 7836,152892,5162767693092493,L5
741,747 950 7052,135774,67636344519852829,L1
742,741 827 9491,56962,4041591606603,L8
743,464 565 4548,144900,589344200333067034,L9
744,138 846 8277,168686,3561359994519564,L7
745,135 751 3371,152288,3530527411754265,L5
746,135 750 9489,90861,3538029359114208,L8
747,176 777 3401,101203,3571806619665055,L10
748,432 637 1852,120581,4041379993412684,L5
749,878 717 5517,66831,5610605487413210,L1
750,389 643 6849,146259,30256820281709,L9
751,352 999 3271,106631,3574880178483926,L10
752,389 453 4621,145788,6331103309100781,L10
753,708 564 3696,70085,493692216599599497,L5
754,405 885 1484,122578,3546091222352068,L3
755,483 408 8527,100344,3558661523458601,L4
756,225 969 0252,161132,676243860748288009,L3
757,206 317 9006,59861,3547027555888608,L8
758,599 302 5369,136781,633495626422692550,L1
759,950 479 1602,143488,4913844882143596,L7
760,409 667 6746,153896,3534917518268085,L6
761,870 979 5159,67586,201843245583943,L10
762,157 181 1092,109472,4041597761535,L5
763,677 792 6627,104409,4911499056138791870,L4
764,965 832 0003,57283,3544503063192702,L1
765,465 759 1149,55979,3574802867766593,L8
766,330 327 6392,131169,4017952884824686,L10
767,230 681 9401,56090,201854834418821,L3
768,325 560 2978,173266,3537929986722730,L4
769,434 511 2477,117766,3559112283092148,L9
770,859 671 5495,162872,3548340052790196,L4
771,351 459 3759,65862,4041592853810975,L9
772,608 299 9714,53792,3555018988076936,L4
773,458 723 6188,81374,3539199274732670,L7
774,459 984 7763,153863,3554369630535220,L7
775,118 876 7469,162361,36417822132027,L5
776,920 172 0206,117899,5641829598993901,L4
777,384 706 6023,106191,3565199771730596,L4
778,284 832 4362,53915,3567261681417538,L4
779,436 542 5019,119480,3585879286895408,L2
780,174 592 5210,164432,3569992424658362,L3
781,987 763 3875,72523,3543399524122540,L1
782,982 627 5004,67560,5347891907601804,L9
783,474 735 5734,70309,201728436378668,L9
784,308 549 8575,90132,3541531975390117,L10
785,430 264 5623,151309,6771536150113774,L7
786,286 124 4063,168732,3542914144010114,L10
787,903 794 7475,72806,5893247733100148750,L4
788,429 483 2797,147797,374622810793744,L9
789,334 664 2711,106147,3587976772035115,L8
790,707 993 2416,74778,675946648977290545,L7
791,463 437 2538,177080,3584436602287082,L4
792,286 632 9135,71455,201783692277195,L4
793,480 636 0309,94621,3556700259180922,L1
794,304 177 1700,125221,3560599000299369,L6
795,605 371 0273,76499,3552374875654407,L1
796,141 297 7082,103804,374288343102629,L6
797,398 875 0071,92271,3555580967413646,L2
798,363 868 2368,119291,374622872489108,L6
799,551 568 6549,125619,3553082161401206,L2
800,133 967 6829,86092,3587536860053253,L2
801,393 773 6772,96230,560221919723248321,L4
802,735 515 5132,74656,633312446981583871,L5
803,878 310 1934,65001,4913326238145301,L7
804,874 155 0313,138722,3531622078928085,L9
805,173 927 9184,95811,3555936640290035,L8
806,710 510 7873,85393,3541239733067361,L3
807,306 738 9134,173047,6381940400578293,L5
808,815 969 5933,75303,30035634238075,L5
809,355 982 7786,96828,3558815126474155,L1
810,562 194 6390,131246,30243009421751,L10
811,669 230 7649,113326,5108752797397391,L1
812,428 652 6537,169249,5007668378320622,L5
813,716 150 3007,179704,3566665004634051,L4
814,853 980 1497,98749,5490333227029304,L2
815,332 186 1830,110942,3541834387419809,L7
816,696 479 8303,137469,3561070719871244,L5
817,475 480 6201,56300,6759031248347986,L3
818,461 613 1250,71862,3528870838357401,L5
819,332 356 4915,70413,3552432947402500,L1
820,250 713 9990,146161,3573477010341072,L8
821,692 268 7542,107536,3540474919117851,L1
822,950 182 5963,65896,3589123049448510,L8
823,273 918 5006,164018,5100178159474743,L5
824,318 268 5106,66331,201931243900449,L2
825,501 342 4274,127990,6333481375934137,L10
826,337 719 0152,174265,5142008879309806,L2
827,318 787 3912,66050,3543309878294159,L6
828,182 627 7686,142209,3588029611995864,L8
829,705 480 9611,51914,3528865466597179,L9
830,505 860 6733,52759,30323744673310,L2
831,791 674 7617,93907,56022307033236204,L9
832,956 980 3442,123725,3558756463158185,L7
833,323 147 7777,144829,3545037365428471,L3
834,453 739 3325,151357,3570351082275828,L2
835,602 864 3957,74886,5602240555973083,L4
836,764 929 3085,128060,3540512008234119,L10
837,359 290 2247,82548,5602250398692617700,L7
838,429 319 3767,159335,5207643773560963,L3
839,192 641 2880,118550,5010127199555879,L8
840,356 297 9531,69076,3589859666238201,L5
841,275 116 0976,114699,5010123624362668,L8
842,745 920 1793,97232,5602217223510042,L4
843,417 678 0628,50210,4528602204832,L1
844,416 450 1007,62526,4913219238253839,L3
845,208 834 8710,94684,3563343387096172,L5
846,305 305 2903,148518,5610412743254243,L2
847,767 791 3216,99920,502016911138576470,L9
848,798 128 7735,51954,374622267592748,L9
849,300 728 2520,126815,6334798392257476,L9
850,670 390 8779,149619,3567377072013098,L2
851,854 442 6145,55802,4911997425811673,L5
852,259 770 2948,107807,5279219974061482,L4
853,157 643 3226,69930,56022262994867242,L10
854,709 642 2050,149935,3566214888486724,L10
855,728 348 7369,125354,3542983342744634,L8
856,202 602 6207,169559,4844814635697077,L2
857,260 158 0849,78688,3547847988853584,L3
858,874 865 7528,172640,5610377676526802,L10
859,236 580 7252,104999,3533814848041574,L9
860,712 753 6927,92180,5108751310503394,L3
861,363 217 1480,127225,6334552035804370,L10
862,922 682 5942,179839,3551379452435550,L4
863,912 497 6033,154168,670972174186214828,L6
864,101 458 6024,162996,6304671286404270,L5
865,258 569 7132,51637,56022492258003305,L10
866,240 331 1059,179310,30332174868860,L3
867,385 724 0779,149274,3545494553125320,L4
868,787 470 2697,169684,201607480767978,L8
869,202 873 7270,75824,377157489087281,L2
870,177 980 3681,150078,3582938487590102,L7
871,636 821 1507,118628,6771473213029186571,L4
872,275 229 7037,96871,670626622538208450,L9
873,987 948 5222,51198,3560347436702329,L9
874,796 895 1855,73733,677166342282341487,L8
875,680 711 5863,125143,337941573838348,L8
876,665 788 8354,110081,30535114489403,L7
877,339 869 9174,53728,3548245683792232,L5
878,795 568 1437,124340,3565337006728718,L8
879,535 212 7249,73534,4041379385891,L4
880,230 293 2682,159031,490535322247073096,L8
881,612 434 6130,105489,201940443426881,L5
882,289 168 3631,143533,5450926133504464,L7
883,685 901 9895,172484,5010129543487585,L7
884,456 808 5811,120832,50382746455611427,L7
885,831 107 9511,80016,4844195169230109,L8
886,649 517 8001,168956,5602252316487279,L9
887,430 703 0335,157334,3572527237938497,L9
888,592 943 0390,115304,4844582046731989,L9
889,759 708 1098,161657,5194396950804721,L8
890,158 999 6228,112939,4041590621539249,L5
891,370 374 1514,157798,3580539771476628,L4
892,999 536 5625,159544,5602226493995734,L5
893,303 287 1459,86624,3568301134461367,L1
894,594 224 5602,149173,67628728962470347,L1
895,390 482 2636,96238,5010120156993845,L2
896,601 927 7815,142215,6759471373152225,L2
897,406 942 6266,106903,36126843529745,L5
898,560 572 7810,66346,201643451233377,L2
899,321 648 8842,78183,3565225789790825,L8
900,460 269 0722,80912,3575842313704474,L5
901,528 863 7805,63638,3585502662064114,L9
902,896 398 5101,97384,490353523498808218,L2
903,673 262 8123,88408,3589781428199549,L10
904,187 658 5926,174420,3536259486153983,L6
905,150 340 9939,112992,5018631630690429,L7
906,218 493 4592,124887,4911105039797358179,L1
907,781 303 6501,77082,372301472669888,L6
908,744 577 4226,129519,3575785956000843,L5
909,187 107 6138,76224,5602251414599373,L7
910,566 258 6119,78748,6334562384088381574,L9
911,957 543 8879,134504,3547990518796533,L2
912,887 132 0872,63810,5602242871687058,L7
913,325 296 0209,159457,374288323557446,L5
914,843 224 5429,153661,5602258920442030,L4
915,797 100 0706,134242,6371849352208225,L2
916,380 816 8371,113860,3579862705522595,L1
917,965 903 6373,128099,374283093990463,L4
918,369 183 9919,104459,5602229126943352,L7
919,851 248 4584,136775,6304338456179551004,L5
920,898 734 8281,107703,3570290445471148,L8
921,101 386 0656,178449,5610468873880157,L8
922,380 329 5912,58366,6767883331605923027,L1
923,977 819 7767,98454,3586239168887545,L5
924,637 498 1163,132449,374622057701210,L3
925,579 688 1030,126461,5439521501737717,L6
926,851 828 6204,114726,4041593157571,L4
927,553 579 2570,91372,6394293174070542,L5
928,955 861 4913,95726,36269818636192,L2
929,738 670 5067,141742,3552579290377596,L5
930,565 942 1703,99419,4917990237268210,L3
931,227 313 2591,90126,3555654636476449,L7
932,250 147 0933,69880,6771951515608386,L5
933,980 278 6994,153132,3558414151235812,L9
934,483 252 5451,108003,5576628417292589,L7
935,458 271 5182,56226,3556021024448167,L8
936,365 615 1477,82959,30526131127787,L3
937,963 995 9583,153453,3552533785996311,L8
938,356 221 0613,138110,3553778402298349,L3
939,328 775 0751,177209,4041594772470253,L3
940,768 392 3656,125137,5038753161681077644,L4
941,309 125 2633,108251,5602250713670299,L1
942,532 137 0725,156289,3539496463887772,L1
943,916 648 9358,59527,3565307680713286,L8
944,964 651 6715,162465,3572276209034394,L7
945,116 508 7748,159597,67597308887162183,L2
946,607 165 9296,60129,5502163995897806,L1
947,380 490 9594,112114,3582351651817386,L6
948,379 949 3753,123922,5544582739317427,L2
949,694 793 2928,100894,6709436906935843,L10
950,123 699 0588,179168,6331108539180812860,L8
951,548 139 4860,99413,5641823865526841,L5
952,409 349 5875,53990,3542306855419719,L5
953,443 158 2519,177773,5602215001212674,L2
954,742 786 1363,157674,3573776258929906,L8
955,573 339 2620,156896,3534233356662276,L3
956,740 584 9528,91937,5100130160006303,L8
957,438 863 7545,98836,3583386452858808,L7
958,930 875 4551,85683,4903812994915062,L4
959,762 177 5257,54004,201668362099229,L5
960,291 353 7647,151326,3558038834806945,L10
961,627 439 5167,134227,5602220731243189,L3
962,789 969 9960,99741,4936863361588272,L4
963,108 970 5572,64296,4905498260352673,L8
964,848 724 1476,122613,561000235579678486,L8
965,727 142 6267,72859,4505513006712,L8
966,315 490 6290,124151,374283770136018,L5
967,105 411 1378,55435,5590859798490094,L8
968,292 596 4714,119242,5438044113971484,L7
969,154 121 3444,179184,3539604284436899,L1
970,107 805 9403,126100,3573565236476753,L5
971,471 785 0661,138848,5602216848537265,L4
972,352 368 6540,132338,3566982937992443,L9
973,940 502 6105,84567,30258354249789,L1
974,417 892 7999,74390,30177805008844,L8
975,170 716 9503,156193,3567784859922146,L10
976,990 518 8076,69742,3589354621606726,L10
977,732 959 7346,69716,5602244160263724,L7
978,103 692 2391,71599,5322264399577560,L5
979,362 180 5933,84074,3573605361236869,L2
980,592 838 3175,50691,3536364939282643,L3
981,572 575 9112,102447,5108752355081007,L7
982,300 939 4295,66374,3536597489463556,L9
983,570 379 9868,120914,6759428270529988931,L8
984,585 253 5438,117558,3582266104300220,L7
985,277 304 0953,175198,3535077563470968,L5
986,600 168 1220,50058,3539327827493561,L4
987,205 427 4453,170747,3572610502111741,L8
988,644 636 6981,79512,6383889956057871,L4
989,972 717 8859,149699,6333699815542687,L3
990,530 570 1763,161156,30308004837747,L1
991,754 838 3588,125691,6333703591765247918,L10
992,457 123 3396,155829,36435278342007,L1
993,194 147 9535,169409,201876187208186,L3
994,386 541 3927,147158,5487430384132619,L3
995,988 599 5325,53334,5007661641449682,L1
996,867 150 7433,64793,5602249868106836,L2
997,670 256 5744,96279,3553399982561590,L8
998,399 835 6091,74076,5002352574153518,L5
999,534 410 7473,89768,201414376065934,L9
1000,500 846 1578,55591,67713157393252726,L1
